noun,total,Collective,Common,Count,Derived,Eventive,Mass,Pluralia Tantum,Singularia Tantum,Usually Verb,Verbalizable
accelerator,0.39725888,0.79992005,0.88876021,0.94285706,0.00000000,0.70597517,0.00000000,0.00000000,0.00000000,-0.61949706,-2.32075655
accent,0.85546315,0.00000000,0.85834345,0.95361772,0.00000000,0.78970906,0.36694357,0.00000000,0.00000000,-0.62594318,-1.48720747
acceptance,1.05885437,0.00000000,0.36899337,0.89891538,0.00000000,0.94683585,0.37906128,0.00000000,0.00000000,-0.57970536,-0.95524615
access,1.05242056,0.00000000,0.29933462,0.92102754,0.00000000,0.95166430,0.44972378,0.00000000,0.00000000,-0.59002781,-0.97930187
accessory,1.09278947,0.00000000,0.84875005,0.89213338,0.00000000,0.44243392,0.47231734,0.00000000,0.00000000,-0.59342563,-0.96941960
accident,0.97619265,0.00000000,0.71316075,0.89778095,0.00000000,0.91014785,0.00000000,0.00000000,0.00000000,-0.57920283,-0.96569407
accommodation,0.10799673,0.00000000,0.44910067,0.81778669,0.00000000,0.87249875,0.47469410,0.00000000,0.00000000,-0.59859806,-1.90748543
accompanist,0.10121727,0.44602522,0.79647478,0.77054399,0.00000000,0.74127048,0.00000000,-0.30714583,0.00000000,-0.61007899,-1.73587239
accomplishment,0.41279039,0.27038717,0.40838334,0.90083343,0.00000000,0.93050012,0.42535368,0.00000000,0.00000000,-0.59298277,-1.92968458
accord,1.40145111,0.42932045,0.80155972,0.90302962,0.00000000,0.87035182,0.00000000,0.00000000,0.00000000,-0.63337576,-0.96943474
accordance,-1.81808060,0.00000000,0.27986199,0.90725958,0.00000000,0.42763853,0.00000000,-0.25923145,0.00000000,-0.63006830,-2.54354095
accordion,2.06113386,0.41663057,0.88632223,0.89526641,0.00000000,0.75196326,0.42588326,0.00000000,0.00000000,-0.58239269,-0.73253918
account,1.83378735,0.35503224,0.75045171,0.92031237,0.00000000,0.95446616,0.40485185,0.00000000,0.00000000,-0.60688800,-0.94443899
accountability,0.43236271,0.27948558,0.29659036,0.94450256,0.00000000,0.86520690,0.46482936,0.00000000,0.00000000,-0.57188672,-1.84636533
accountant,0.94207859,0.36673573,0.74142203,0.73200619,0.00000000,0.36872101,0.35251206,-0.25601548,0.00000000,-0.56664705,-0.79665589
accounting,0.30160707,0.00000000,0.40159369,0.92234716,0.00000000,0.96863794,0.47989783,0.00000000,0.00000000,-0.57284886,-1.89802068
accuracy,-0.52075887,0.00000000,0.27207994,0.95423746,0.00000000,0.61348903,0.40904638,-0.27497402,0.00000000,-0.59708399,-1.89755368
accusation,0.49231020,0.00000000,0.77336508,0.90560853,0.00000000,0.86765003,0.44294277,0.00000000,0.00000000,-0.59431893,-1.90293729
acetate,0.51751751,0.00000000,0.69210008,0.93767363,0.00000000,0.91368496,0.48608646,0.00000000,0.00000000,-0.59731269,-1.91471493
achievement,0.50863370,0.00000000,0.75238207,0.92159304,0.00000000,0.93105093,0.41201305,0.00000000,0.00000000,-0.58197087,-1.92643452
achiever,1.33806148,0.35454959,0.62254986,0.84957805,0.00000000,0.36087105,0.00000000,-0.25089699,0.00000000,-0.59859008,0.00000000
acid,0.00985008,0.00000000,0.77579337,0.96420273,0.00000000,0.93401581,0.48984292,0.00000000,0.00000000,-0.62848353,-2.52552122
acknowledgment,-0.01248530,0.00000000,0.74519670,0.92489547,0.00000000,0.94489351,0.46112353,0.00000000,0.00000000,-0.59619063,-2.49240386
acorn,1.25560689,0.00000000,0.82437217,0.91116738,0.00000000,0.67223954,0.39570355,0.00000000,0.00000000,-0.57870871,-0.96916705
acoustics,0.91137236,0.29583949,0.29226232,0.00000000,0.00000000,0.94808677,0.26331797,-0.30750364,0.00000000,-0.58063054,0.00000000
acquaintance,0.69355577,0.46052837,0.72326711,0.82170650,0.00000000,0.84796736,0.31243870,0.00000000,0.00000000,-0.55505335,-1.91729891
acquisition,1.00783122,0.00000000,0.73544118,0.87244526,0.00000000,0.96546489,0.00000000,0.00000000,0.00000000,-0.60142112,-0.96409899
acre,-0.55632800,0.00000000,0.68664265,0.87176779,0.00000000,0.00000000,0.41660896,0.00000000,0.00000000,-0.59770155,-1.93364584
acrylic,0.04733515,0.00000000,0.39779589,0.94008130,0.00000000,0.74699003,0.48420820,0.00000000,0.00000000,-0.62414253,-1.89759773
act,1.61432245,0.43280748,0.86445200,0.91760150,0.00000000,0.94793877,0.00000000,0.00000000,0.00000000,-0.59139371,-0.95708358
action,1.89742231,0.34816939,0.76739413,0.95599535,0.00000000,0.95025256,0.42779791,0.00000000,0.00000000,-0.58512515,-0.96706188
activation,0.78429961,0.35652047,0.40485388,0.92300215,0.00000000,0.97058955,0.45262003,0.00000000,0.00000000,-0.61247182,-1.71081465
activist,-0.10942465,0.42588139,0.54819125,0.70872495,0.00000000,0.29822347,0.00000000,-0.32131442,-0.25885800,-0.58956259,-0.92071068
activity,0.65188965,0.45728007,0.35926527,0.94372904,0.00000000,0.96652874,0.47159186,0.00000000,0.00000000,-0.62108111,-1.92542422
actor,0.17182514,0.00000000,0.29077059,0.71560347,0.00000000,0.34540209,0.34299970,0.00000000,0.00000000,-0.58251888,-0.94043183
actress,-1.25792870,0.00000000,0.29158744,0.76317033,0.00000000,0.33263978,0.33258456,-0.51422071,0.00000000,-0.55518401,-1.90850610
acupuncture,1.25904781,0.00000000,0.35475528,0.73816401,0.00000000,0.95303270,0.44639513,0.00000000,0.00000000,-0.60874170,-0.62455761
ad,0.63881633,0.00000000,0.78429094,0.91124332,0.00000000,0.86226285,0.36974680,0.00000000,0.00000000,-0.66652304,-1.62220454
adaptation,0.61296570,0.00000000,0.80633891,0.94965589,0.00000000,0.97189745,0.33320352,0.00000000,0.00000000,-0.64047724,-1.80765283
adapter,1.73972002,0.40267617,0.89998683,0.93554699,0.00000000,0.71451429,0.36246279,0.00000000,0.00000000,-0.61391807,-0.96154898
addiction,0.73045421,0.29395607,0.71136543,0.95883730,0.00000000,0.87699458,0.39106399,0.00000000,0.00000000,-0.58168238,-1.92008078
addition,0.45238483,0.36867467,0.75579455,0.92600727,0.00000000,0.94763631,0.00000000,0.00000000,0.00000000,-0.63915598,-1.90657198
address,1.28609684,0.35739997,0.76683947,0.93873757,0.00000000,0.31931305,0.45789674,0.00000000,0.00000000,-0.57777280,-0.97631717
adjective,0.72707096,0.33038712,0.85624790,0.96284264,0.00000000,0.54002121,0.47755653,0.00000000,0.00000000,-0.53491604,-1.90506840
adjustment,0.53501624,0.00000000,0.79633203,0.88450399,0.00000000,0.97728607,0.38709995,0.00000000,0.00000000,-0.59939539,-1.91081041
admin,-0.44718739,0.79912284,0.64190051,0.82027999,0.00000000,0.67504740,0.00000000,0.00000000,0.00000000,-0.60460722,-2.77893090
administration,-0.54950333,0.77698320,0.00000000,0.78148773,0.00000000,0.35112604,0.00000000,0.00000000,0.00000000,-0.60397655,-1.85512376
administrator,-0.60745808,0.40150902,0.61069092,0.72976890,0.00000000,0.29674348,0.00000000,-0.28867373,0.00000000,-0.58810562,-1.76939106
admire,-1.45892051,0.00000000,0.00000000,0.75187543,0.00000000,0.00000000,0.00000000,-0.69593555,0.00000000,-0.54425293,-0.97060746
admission,-0.29966933,0.00000000,0.37427267,0.89009252,0.00000000,0.94485915,0.00000000,0.00000000,0.00000000,-0.59646773,-1.91242594
adobe,0.30753419,0.37108350,0.57327625,0.90995497,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.57709879,-0.96968174
adoption,1.37335855,0.00000000,0.71404794,0.90610471,0.00000000,0.92907277,0.27716324,0.00000000,0.00000000,-0.56784171,-0.88518840
adrenalin,2.05958468,0.00000000,0.34909415,0.95417857,0.00000000,0.94126314,0.45040339,0.00000000,0.00000000,-0.63535458,0.00000000
adrenaline,0.04753083,0.00000000,0.32604331,0.96354219,0.00000000,0.82119170,0.47582769,0.00000000,0.00000000,-0.60798442,-1.93108964
adult,-0.59246683,0.00000000,0.31962430,0.67290699,0.00000000,0.00000000,0.28802648,-0.30592313,0.00000000,-0.60456991,-0.96253157
adulthood,-0.31832552,0.00000000,0.00000000,0.89516687,0.00000000,0.34638974,0.26598924,-0.28120008,0.00000000,-0.59744847,-0.94722283
advance,0.37195113,0.00000000,0.72253686,0.93035635,0.00000000,0.95650423,0.26108831,0.00000000,0.00000000,-0.62440932,-1.87412530
advancement,1.11576447,0.00000000,0.38879940,0.93522215,0.00000000,0.96340632,0.38339138,0.00000000,0.00000000,-0.59805745,-0.95699733
advantage,1.42588127,0.00000000,0.72294572,0.95290345,0.00000000,0.91229391,0.41407803,0.00000000,0.00000000,-0.62189400,-0.95444584
advent,0.11524314,0.41832477,0.71661279,0.95980921,0.00000000,0.93513596,0.00000000,0.00000000,0.00000000,-0.60978931,-2.30485028
adverb,1.95959896,0.26273790,0.79711720,0.95401692,0.00000000,0.76154360,0.47466961,0.00000000,0.00000000,-0.70312691,-0.58735937
advertisement,1.43127716,0.00000000,0.85917431,0.77499726,0.00000000,0.91596103,0.47172651,0.00000000,0.00000000,-0.62151229,-0.96906966
advertising,2.10835120,0.00000000,0.38940859,0.89918244,0.00000000,0.95458904,0.48883390,0.00000000,0.00000000,-0.62366277,0.00000000
advice,2.45489445,0.26314947,0.38434374,0.95385349,0.00000000,0.92614797,0.48564908,0.00000000,0.00000000,-0.55824929,0.00000000
adviser,-0.15250349,0.38102400,0.55542830,0.44111148,0.00000000,0.00000000,0.27951288,0.00000000,-0.26496387,-0.57813823,-0.96647805
advocacy,0.74060631,0.44345587,0.33777300,0.94700056,0.00000000,0.95902401,0.47101834,0.00000000,0.00000000,-0.61737704,-1.80028844
advocate,-1.37630087,0.44772053,0.60845757,0.76058555,0.00000000,0.00000000,0.00000000,-0.34423053,-0.32982141,-0.59200048,-1.92701209
affair,1.92065498,0.32930002,0.73717007,0.87666509,0.00000000,0.93828481,0.26996720,0.00000000,0.00000000,-0.58719718,-0.64353502
affect,1.14775801,0.00000000,0.62840098,0.93606606,0.00000000,0.80341911,0.35160920,0.00000000,0.00000000,-0.61627924,-0.95545810
affidavit,1.45980293,0.00000000,0.85715902,0.90042722,0.00000000,0.85275799,0.42330247,0.00000000,0.00000000,-0.62347037,-0.95037341
affiliate,0.64861104,0.93664184,0.77684233,0.94145334,0.00000000,0.62155974,0.00000000,0.00000000,-0.26952514,-0.59797233,-1.76038873
affinity,-0.14169645,0.34112924,0.40956876,0.97160161,0.00000000,0.83246973,0.46111923,0.00000000,0.00000000,-0.59268987,-2.56489515
afoul,-0.25540656,0.35399380,0.00000000,0.91833073,0.00000000,0.00000000,0.00000000,-0.29452285,0.00000000,-0.59227031,-0.64093792
afterlife,0.29775268,0.25446978,0.73250422,0.95049763,0.00000000,0.85383886,0.00000000,0.00000000,0.00000000,-0.58813989,-1.90541792
aftermath,-1.01304972,0.00000000,0.65034816,0.93380043,0.00000000,0.80347347,0.00000000,0.00000000,0.00000000,-0.67679900,-2.72387278
afternoon,0.23330727,0.26176932,0.86902624,0.80383947,0.00000000,0.80555448,0.00000000,0.00000000,0.00000000,-0.61467665,-1.89220560
aftershave,1.25898767,0.29214507,0.77666435,0.90168491,0.00000000,0.94813037,0.48253840,0.00000000,0.00000000,-0.55503118,-1.58714426
aftershock,1.77354544,0.26171824,0.83264694,0.88657868,0.00000000,0.93429315,0.37398899,0.00000000,0.00000000,-0.56755245,-0.94812810
afterthought,2.28937557,0.27206582,0.42190200,0.91182494,0.00000000,0.89943472,0.38298768,0.00000000,0.00000000,-0.59883958,0.00000000
age,-0.90277034,0.00000000,0.41882065,0.86870351,0.00000000,0.27604121,0.00000000,-0.25255156,0.00000000,-0.61881667,-1.59496748
agency,0.70131797,0.47070980,0.65442541,0.91421744,0.00000000,0.00000000,0.25531352,0.00000000,0.00000000,-0.62667674,-0.96667147
agenda,0.88435772,0.28100380,0.83176896,0.94062829,0.00000000,0.88461453,0.47410515,0.00000000,0.00000000,-0.60895300,-1.91881001
agent,0.18580824,0.41502964,0.64778933,0.71831736,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.62988675,-0.96544135
aggradation,1.50889567,0.26530439,0.35509533,0.94513851,0.00000000,0.95098138,0.39654300,-0.25561917,0.00000000,-0.63998073,-0.50856704
aggression,0.40254134,0.25106552,0.38081223,0.92417583,0.00000000,0.93209720,0.46059316,0.00000000,0.00000000,-0.61440504,-1.93179756
aglet,0.12450925,0.48115680,0.71538535,0.91943780,0.00000000,0.43983823,0.00000000,0.00000000,0.00000000,-0.61571538,-1.81559354
agony,0.14192405,0.00000000,0.37610060,0.92824405,0.00000000,0.89323756,0.45716208,0.00000000,0.00000000,-0.58790678,-1.92491347
agreement,0.81180865,0.36446503,0.73624051,0.90975502,0.00000000,0.87536293,0.41108811,0.00000000,0.00000000,-0.62936229,-1.85574067
agriculture,-0.13794398,0.00000000,0.30188549,0.94405368,0.00000000,0.93529552,0.48411113,-0.28292534,0.00000000,-0.59769869,-1.92266577
aid,0.47368264,0.00000000,0.36642811,0.86999330,0.00000000,0.83925804,0.48248562,0.00000000,0.00000000,-0.59803623,-1.48644620
aide,-0.55860016,0.00000000,0.61256713,0.68726507,0.00000000,0.26523724,0.32131836,0.00000000,0.00000000,-0.63001657,-1.81497139
aim,-1.13087988,0.00000000,0.68020356,0.87157625,0.00000000,0.30896544,0.00000000,0.00000000,0.00000000,-0.56235319,-2.42927194
air,0.37979609,0.00000000,0.28996146,0.92089823,0.00000000,0.29711646,0.46837220,0.00000000,0.00000000,-0.61976373,-0.97678852
airbag,0.42130488,0.00000000,0.92390215,0.92133382,0.00000000,0.60502428,0.33312938,0.00000000,0.00000000,-0.58206588,-1.78001887
airbus,0.60142499,0.43339863,0.92652816,0.94049597,0.00000000,0.41004100,0.32197571,0.00000000,0.00000000,-0.57667714,-1.85433733
aircraft,-0.01956278,0.62668762,0.40975291,0.78632602,0.00000000,0.30980107,0.37596616,0.00000000,0.00000000,-0.59577978,-1.93231678
airfare,1.87527931,0.29726315,0.73040938,0.93676993,0.00000000,0.96796894,0.41213629,0.00000000,0.00000000,-0.55920279,-0.91006559
airfield,-0.26106980,0.00000000,0.80943501,0.91625094,0.00000000,0.00000000,0.26464859,0.00000000,0.00000000,-0.58542281,-1.66598153
airforce,0.94514421,0.95660159,0.70815527,0.81652695,0.00000000,0.34535396,0.27954233,0.00000000,0.00000000,-0.58322573,-1.57781017
airline,0.16341174,0.71642020,0.68369058,0.89694393,0.00000000,0.35301769,0.00000000,0.00000000,0.00000000,-0.56453627,-1.92212439
airmail,-0.03958020,0.35582733,0.68684745,0.86861348,0.00000000,0.89045477,0.48724094,0.00000000,0.00000000,-0.54904950,-2.77951467
airman,0.86296251,0.33155420,0.70787230,0.69494069,0.00000000,0.32260525,0.38361600,0.00000000,0.00000000,-0.60639542,-0.97123051
airplane,0.49340880,0.40668160,0.91360024,0.92572430,0.00000000,0.35309121,0.42552981,0.00000000,0.00000000,-0.59726423,-1.93395412
airport,-0.80749792,0.00000000,0.71925575,0.94288707,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.54378456,-1.92585617
airship,0.12843868,0.45860749,0.87802079,0.89742991,0.00000000,0.30092111,0.00000000,0.00000000,0.00000000,-0.58123314,-1.82530749
airspace,-0.25993544,0.00000000,0.28267619,0.91821322,0.00000000,0.61810076,0.46703428,0.00000000,0.00000000,-0.62178230,-1.92417759
alarm,1.38287604,0.25383979,0.83932218,0.88500530,0.00000000,0.77805218,0.00000000,0.00000000,0.00000000,-0.56911093,-0.80423248
alb,1.84319580,0.46882600,0.64309826,0.94096869,0.00000000,0.57566261,0.34148940,0.00000000,0.00000000,-0.60734046,-0.51950872
albatross,0.96207002,0.39859658,0.84687912,0.91560093,0.00000000,0.60135472,0.46523100,0.00000000,0.00000000,-0.60231000,-1.66328233
album,1.85830787,0.38113400,0.79036918,0.84473112,0.00000000,0.93422863,0.40992859,0.00000000,0.00000000,-0.55142838,-0.95065528
alcohol,1.27740362,0.00000000,0.38074580,0.91296372,0.00000000,0.89152253,0.48944566,0.00000000,0.00000000,-0.62296122,-0.77431285
alcove,1.47492072,0.43319777,0.84936854,0.94581667,0.00000000,0.70797008,0.00000000,0.00000000,0.00000000,-0.59334117,-0.86809117
alder,1.64106074,0.92712891,0.38606760,0.90152168,0.00000000,0.60330939,0.32456350,0.00000000,0.00000000,-0.60197115,-0.89955920
ale,0.71665624,0.00000000,0.81324741,0.95219049,0.00000000,0.95006454,0.48935452,0.00000000,0.00000000,-0.57780862,-1.91039211
alert,1.72584823,0.32313761,0.79152411,0.91032717,0.00000000,0.91748366,0.34455162,0.00000000,0.00000000,-0.61552399,-0.94565195
alfalfa,1.36822510,0.55482349,0.71134225,0.93317389,0.00000000,0.94420335,0.48166052,0.00000000,0.00000000,-0.55975252,-1.69722587
algebra,1.05918637,0.47254103,0.75726885,0.93466866,0.00000000,0.95644009,0.48615429,0.00000000,0.00000000,-0.64012712,-1.90775943
algorithm,1.94541982,0.47849834,0.75759381,0.95074561,0.00000000,0.92739365,0.41026577,0.00000000,0.00000000,-0.61932564,-0.95975173
alias,1.91877732,0.25730544,0.91589853,0.94687390,0.00000000,0.83947274,0.40441617,0.00000000,0.00000000,-0.59181732,-0.85337216
alibi,2.27307722,0.00000000,0.72032860,0.95193759,0.00000000,0.80678040,0.37578472,0.00000000,0.00000000,-0.58175409,0.00000000
alien,0.70787585,0.27271697,0.67788795,0.79291046,0.00000000,0.26743507,0.00000000,0.00000000,0.00000000,-0.56924933,-0.73382527
allegation,-0.41458756,0.00000000,0.71776673,0.88087648,0.00000000,0.83029738,0.42552191,0.00000000,0.00000000,-0.64032328,-2.62872678
allergist,0.02484784,0.39520723,0.69639274,0.93746921,0.00000000,0.37460285,0.00000000,-0.32190982,0.00000000,-0.60303319,-1.45388120
alley,-0.09724715,0.00000000,0.81697616,0.95695746,0.00000000,0.00000000,0.29169238,0.00000000,0.00000000,-0.60184205,-1.56103110
alliance,2.26614708,0.93780944,0.81047469,0.93669680,0.00000000,0.87730792,0.25432089,0.00000000,0.00000000,-0.61468285,-0.93577981
alligator,2.67884687,0.38351741,0.75616828,0.92122546,0.00000000,0.63422054,0.56801444,0.00000000,0.00000000,-0.58429927,0.00000000
allocation,-0.14706266,0.34423164,0.40000618,0.93186784,0.00000000,0.88512138,0.44220382,0.00000000,0.00000000,-0.59992051,-2.55057299
allowance,0.56446275,0.00000000,0.81947091,0.93043482,0.00000000,0.84010962,0.46365437,0.00000000,0.00000000,-0.59354991,-1.89565706
alloy,1.00261945,0.36638623,0.83977798,0.94563678,0.00000000,0.68583822,0.45319802,0.00000000,0.00000000,-0.62695795,-1.66125983
alluvium,2.18351364,0.40374398,0.70372900,0.96256065,0.00000000,0.89282829,0.45965120,0.00000000,0.00000000,-0.60267478,-0.63632470
almanac,2.69225317,0.31761873,0.92182335,0.94482309,0.00000000,0.79028326,0.31297526,0.00000000,0.00000000,-0.59527051,0.00000000
almighty,0.31892842,0.00000000,0.00000000,0.92928743,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.61035901,0.00000000
almond,-0.58927178,0.00000000,0.82453638,0.90265468,0.00000000,0.38542065,0.44837904,0.00000000,0.00000000,-0.57095808,-2.57930446
alpaca,2.63708556,0.89682308,0.64440328,0.90657094,0.00000000,0.59083465,0.80835512,0.00000000,0.00000000,-0.56926626,-0.64063525
alpenglow,1.38848105,0.88532126,0.75004882,0.92440495,0.00000000,0.89762935,0.41008541,0.00000000,0.00000000,-0.57476419,-1.90424454
alpenhorn,0.39062068,0.38160697,0.85876507,0.90769914,0.00000000,0.65971318,0.00000000,0.00000000,0.00000000,-0.58630663,-1.83085704
alpha,0.38821077,0.47231194,0.65407580,0.89094162,0.00000000,0.48360017,0.45839918,0.00000000,0.00000000,-0.63971013,-1.93140781
alphabet,2.15907291,0.42995003,0.87673739,0.96631959,0.00000000,0.71251863,0.36312056,0.00000000,0.00000000,-0.57428378,-0.61528951
altar,0.66956997,0.00000000,0.82675701,0.90742156,0.00000000,0.32182926,0.45174888,0.00000000,0.00000000,-0.56831408,-1.26987267
alteration,-0.26480421,0.00000000,0.73915890,0.90382403,0.00000000,0.97051138,0.41482711,0.00000000,0.00000000,-0.62447941,-2.66864622
alternative,-0.85681826,0.37834421,0.72630322,0.89922771,0.00000000,0.45344135,0.00000000,-0.25798658,0.00000000,-0.53850836,-2.51763982
altitude,0.46818221,0.00000000,0.35207102,0.95653754,0.00000000,0.34382284,0.39022854,0.00000000,0.00000000,-0.61269605,-0.96178168
alto,2.67497057,0.45017004,0.77233285,0.95526391,0.00000000,0.83525792,0.26782849,0.00000000,0.00000000,-0.60588264,0.00000000
aluminium,0.81900913,0.00000000,0.38596156,0.74405608,0.00000000,0.75002807,0.48629427,0.00000000,0.00000000,-0.62093079,-0.92640007
aluminum,0.74650583,0.00000000,0.37251973,0.82552233,0.00000000,0.63018909,0.48735622,0.00000000,0.00000000,-0.59940791,-0.96967363
amazement,2.36779431,0.27517140,0.37358516,0.87859136,0.00000000,0.95231184,0.45416641,0.00000000,0.00000000,-0.56603187,0.00000000
amazon,0.68657285,0.80527323,0.69429576,0.94901145,0.00000000,0.72432029,0.39407480,0.00000000,0.00000000,-0.54713476,-2.33326793
ambassador,0.27136287,0.31529143,0.69614264,0.74880436,0.00000000,0.31746155,0.00000000,-0.26839077,0.00000000,-0.57459593,-0.96335042
amber,0.42271611,0.27212352,0.39591447,0.94186980,0.00000000,0.85942757,0.48701787,0.00000000,0.00000000,-0.59697640,-1.93666071
ambience,2.65290132,0.27323252,0.67173105,0.92665976,0.00000000,0.94804230,0.45298481,0.00000000,0.00000000,-0.61974913,0.00000000
ambiguity,1.19338521,0.00000000,0.69681844,0.96008307,0.50833803,0.82368338,0.48758316,0.00000000,0.00000000,-0.59630549,-1.68681538
ambition,0.27884614,0.26854283,0.40940228,0.86027810,0.00000000,0.79586875,0.42044461,0.00000000,0.00000000,-0.60005951,-1.87563092
ambulance,0.75333813,0.42517751,0.92382270,0.91918001,0.00000000,0.74426964,0.26100370,0.00000000,0.00000000,-0.59731781,-1.92279762
amendment,-0.25140005,0.00000000,0.77035093,0.89522684,0.00000000,0.90922669,0.43298957,0.00000000,0.00000000,-0.60402149,-2.65517259
amenity,2.30793640,0.26990321,0.88391629,0.93519029,0.00000000,0.95457074,0.44716409,0.00000000,0.00000000,-0.59888273,-0.58392549
ammunition,-0.66602901,0.00000000,0.40136543,0.91651070,0.00000000,0.84640995,0.48875281,0.00000000,0.00000000,-0.57880223,-2.74026567
amnesty,1.86988756,0.00000000,0.85650906,0.95618933,0.00000000,0.93565202,0.37420189,0.00000000,0.00000000,-0.58175218,-0.67091256
amount,-0.44185755,0.00000000,0.46029609,0.92371085,0.00000000,0.00000000,0.44530249,0.00000000,0.00000000,-0.57990420,-1.69126278
amusement,0.95060343,0.32231930,0.77500728,0.92991114,0.00000000,0.95505577,0.48269778,0.00000000,0.00000000,-0.58453417,-1.92985368
anagram,1.77107215,0.35501537,0.82125252,0.92336437,0.00000000,0.86685207,0.31913212,0.00000000,0.00000000,-0.57323509,-0.94130921
analgesia,2.77554590,0.27056572,0.72760338,0.95177564,0.00000000,0.95172107,0.47264689,0.00000000,0.00000000,-0.59876680,0.00000000
analog,0.12771219,0.33688360,0.41473874,0.95999628,0.00000000,0.79127440,0.00000000,0.00000000,0.00000000,-0.60949099,-1.76568985
analogue,-0.54076630,0.26651576,0.69513643,0.95989060,0.00000000,0.80470362,0.31697056,-0.26186195,0.00000000,-0.63433480,-2.68778652
analogy,1.02130201,0.32003874,0.83059889,0.96427947,0.00000000,0.94448686,0.44707188,0.00000000,0.00000000,-0.58254546,-1.90262836
analysis,1.18356353,0.44904736,0.39873576,0.95632848,0.00000000,0.97541949,0.45518437,0.00000000,0.00000000,-0.57806742,-1.47308451
analyst,-1.39358062,0.38884452,0.27194762,0.68947339,0.00000000,0.36977759,0.00000000,-0.31424937,-0.28010711,-0.61910796,-1.90015930
analytics,-1.66168970,0.25857586,0.31023464,0.00000000,0.00000000,0.95230469,0.29609120,-0.27224818,-0.69478777,-0.61050946,-1.90135068
anarchist,0.13053289,0.72585145,0.69170958,0.81195903,0.00000000,0.00000000,0.00000000,-0.33003280,-0.25134853,-0.59052372,-0.92708212
anarchy,0.32316381,0.40829155,0.32770708,0.93372923,0.00000000,0.93371946,0.41551650,-0.25030684,0.00000000,-0.61706340,-1.82842976
anatomy,0.72996932,0.43252337,0.41108605,0.96229786,0.00000000,0.94761071,0.47905338,0.00000000,0.00000000,-0.59367865,-1.90892339
ancestor,0.38110492,0.34710887,0.66786674,0.82040629,0.00000000,0.33194506,0.43817693,0.00000000,0.00000000,-0.58635390,-1.63804507
